date, pm10, o3, no2, so2
2017/1/6, 40, 21, 14, 18
2017/1/7, 59, 26, 14, 16
2017/1/8, 60, 13, 28, 33
2017/1/9, 97, 26, 6, 7
2017/1/10, 26, 29, 5, 5
2017/1/11, 16, 27, 6, 6
2017/1/12, 15, 25, 5, 4
2017/1/13, 9, 25, 8, 6
2017/1/14, 14, 27, 5, 3
2017/1/15, 11, 25, 11, 7
2017/1/16, 31, 24, 15, 15
2017/1/17, 50, 19, 13, 9
2017/1/18, 42, 22, 16, 10
2017/1/19, 58, 24, 17, 15
2017/1/20, 39, 19, 19, 20
2017/1/21, 58, 34, 5, 9
2017/1/22, 23, 36, 9, 12
2017/1/23, 34, 22, 14, 16
2017/1/24, 63, 6, 21, 20
2017/1/25, 90, 20, 17, 13
2017/1/26, 72, 33, 9, 6
2017/1/27, 33, 23, 20, 20
2017/1/28, 77, 26, 16, 16
2017/1/29, 68, 44, 4, 11
2017/1/30, 21, 36, 9, 10
2017/1/31, 38, 6, 37, 31
2017/2/1, 133, 25, 20, 17
2017/2/2, 54, 16, 23, 8
2017/2/3, 67, 10, 23, 18
2017/2/4, 91, 18, 11, 5
2017/2/5, 29, 15, 15, 9
2017/2/6, 45, 9, 10, 6
2017/2/7, 36, 9, 16, 18
2017/2/8, 68, 13, 17, 16
2017/2/9, 67, 11, 26, 24
2017/2/10, 105, 15, 27, 24
2017/2/11, 100, 22, 24, 21
2017/2/12, 102, 10, 23, 17
2017/2/13, 103, 28, 22, 15
2017/2/14, 78, 32, 15, 8
2017/2/15, 32, 36, 12, 10
2017/2/16, 42, 35, 13, 4
2017/2/17, 34, 15, 13, 5
2017/2/18, 27, 28, 6, 2
2017/2/19, 13, 26, 5, 1
2017/2/20, 14, 24, 8, 5
2017/2/21, 7, 24, 5, 3
2017/2/22, 7, 29, 5, 2
2017/2/23, 6, 31, 5, 3
2017/2/24, 11, 30, 6, 5
2017/2/25, 12, 34, 2, 1
2017/2/26, 9, 38, 3, 5
2017/2/27, 15, 35, 3, 2
2017/2/28, 18, 32, 4, 3
2017/3/1, 7, 31, 3, 3
2017/3/2, 7, 35, 4, 4
2017/3/3, 12, 40, 2, 3
2017/3/4, 14, 38, 2, 1
2017/3/5, 8, 31, 3, 2
2017/3/6, 7, 29, 5, 2
2017/3/7, 18, 25, 9, 4
2017/3/8, 25, 26, 6, 3
2017/3/9, 16, 17, 12, 5
2017/3/10, 34, 31, 8, 4
2017/3/11, 24, 24, 8, 6
2017/3/12, 31, 23, 11, 5
2017/3/13, 34, 32, 9, 4
2017/3/14, 34, 23, 9, 4
2017/3/15, 31, 25, 8, 4
2017/3/16, 21, 34, 5, 2
2017/3/17, 21, 30, 4, 2
2017/3/18, 7, 34, 4, 2
2017/3/19, 6, 23, 5, 2
2017/3/20, 11, 24, 5, 2
2017/3/21, 16, 23, 10, 2
2017/3/22, 15, 16, 10, 3
2017/3/23, 28, 19, 12, 4
2017/3/24, 38, 37, 7, 4
2017/3/25, 24, 32, 6, 3
2017/3/26, 16, 34, 7, 3
2017/3/27, 19, 34, 7, 4
2017/3/28, 16, 38, 7, 2
2017/3/29, 20, 30, 7, 1
2017/3/30, 18, 38, 4, 1
2017/3/31, 12, 43, 3, 2
2016/10/1, 16, 37, 5, 1
2016/10/2, 18, 22, 8, 1
2016/10/3, 24, 17, 8, 3
2016/10/4, 15, 13, 9, 1
2016/10/5, 13, 7, 6, 1
2016/10/6, 8, 12, 6, 1
2016/10/7, 20, 11, 7, 3
2016/10/8, 20, 14, 6, 3
2016/10/9, 16, 13, 7, 3
2016/10/10, 25, 8, 11, 3
2016/10/11, 35, 14, 7, 1
2016/10/12, 14, 14, 5, 1
2016/10/13, 13, 21, 4, 1
2016/10/14, 16, 28, 6, 2
2016/10/15, 23, 5, 7, 2
2016/10/16, 34, 12, 6, 2
2016/10/17, 25, 19, 3, 1
2016/10/18, 9, 19, 2, 1
2016/10/19, 10, 11, 6, 1
2016/10/20, 12, 13, 6, 1
2016/10/21, 15, 23, 4, 2
2016/10/22, 13, 29, 2, 1
2016/10/23, 8, 28, 1, 2
2016/10/24, 11, 22, 6, 3
2016/10/25, 18, 19, 9, 2
2016/10/26, 28, 20, 7, 2
2016/10/27, 24, 24, 5, 3
2016/10/28, 18, 29, 7, 3
2016/10/29, 13, 26, 6, 2
2016/10/30, 14, 21, 9, 5
2016/10/31, 22, 20, 3, 1
2016/11/1, 11, 22, 4, 2
2016/11/2, 11, 20, 7, 2
2016/11/3, 12, 22, 4, 1
2016/11/4, 11, 27, 2, 3
2016/11/5, 12, 2, 7, 2
2016/11/6, 16, 18, 7, 3
2016/11/7, 16, 14, 9, 2
2016/11/8, 30, 8, 13, 5
2016/11/9, 34, 22, 5, 2
2016/11/10, 13, 13, 10, 5
2016/11/11, 26, 13, 11, 5
2016/11/12, 34, 12, 12, 8
2016/11/13, 44, 15, 10, 4
2016/11/14, 37, 27, 3, 1
2016/11/15, 15, 23, 4, 1
2016/11/16, 7, 20, 3, 1
2016/11/17, 8, 25, 3, 2
2016/11/18, 16, 25, 2, 2
2016/11/19, 15, 26, 1, 1
2016/11/20, 7, 30, 1, 3
2016/11/21, 12, 31, 1, 3
2016/11/22, 12, 31, 2, 2
2016/11/23, 14, 24, 16, 10
2016/11/24, 50, 1, 12, 4
2016/11/25, 43, 10, 14, 6
2016/11/26, 51, 21, 8, 5
2016/11/27, 17, 22, 8, 3
2016/11/28, 14, 22, 7, 4
2016/11/29, 19, 22, 6, 3
2016/11/30, 14, 16, 9, 4
2016/12/1, 7, 24, 8, 4
2016/12/2, 12, 20, 7, 4
2016/12/3, 16, 21, 6, 4
2016/12/4, 23, 28, 2, 5
2016/12/5, 10, 18, 12, 6
2016/12/6, 33, 23, 8, 4
2016/12/7, 28, 24, 5, 2
2016/12/8, 19, 19, 9, 2
2016/12/9, 20, 19, 5, 1
2016/12/10, 13, 25, 4, 2
2016/12/11, 10, 20, 7, 4
2016/12/12, 18, 26, 6, 4
2016/12/13, 26, 22, 10, 4
2016/12/14, 29, 16, 12, 5
2016/12/15, 29, 23, 4, 2
2016/12/16, 13, 27, 8, 6
2016/12/17, 32, 8, 11, 5
2016/12/18, 55, 23, 10, 5
2016/12/19, 34, 16, 17, 9
2016/12/20, 66, 29, 7, 4
2016/12/21, 18, 21, 8, 6
2016/12/22, 27, 10, 12, 6
2016/12/23, 39, 17, 6, 3
2016/12/24, 17, 22, 7, 7
2016/12/25, 10, 28, 6, 7
2016/12/26, 8, 27, 4, 4
2016/12/27, 12, 24, 10, 4
2016/12/28, 21, 16, 10, 7
2016/12/29, 29, 18, 12, 7
2016/12/30, 33, 27, 9, 7
2016/12/31, 35, 31, 2, 2
2017/1/1, 19, 26, 9, 6
2016/7/1, 13, 42, 3, 1
2016/7/2, 10, 33, 3, 1
2016/7/3, 8, 38, 3, 2
2016/7/4, 8, 40, 2, 1
2016/7/5, 7, 36, 2, 1
2016/7/6, 8, 35, 3, 2
2016/7/7, 8, 46, 3, 2
2016/7/8, 12, 38, 3, 1
2016/7/9, 10, 36, 3, 2
2016/7/10, 9, 49, 1, 1
2016/7/11, 16, 43, 2, 1
2016/7/12, 11, 34, 3, 1
2016/7/13, 8, 30, 4, 1
2016/7/14, 7, 24, 3, 2
2016/7/15, 9, 21, 5, 1
2016/7/16, 10, 16, 5, 1
2016/7/17, 10, 21, 5, 1
2016/7/18, 11, 24, 4, 2
2016/7/19, 11, 31, 4, 1
2016/7/20, 12, 44, 4, 2
2016/7/21, 13, 50, 5, 3
2016/7/22, 14, 55, 4, 2
2016/7/23, 17, 42, 3, 1
2016/7/24, 16, 42, 4, 2
2016/7/25, 19, 48, 4, 2
2016/7/26, 19, 48, 4, 1
2016/7/27, 18, 34, 4, 1
2016/7/28, 12, 39, 3, 1
2016/7/29, 13, 30, 2, 1
2016/7/30, 6, 36, 1, 1
2016/7/31, 8, 33, 4, 1
2016/8/1, 7, 40, 4, 1
2016/8/2, 9, 29, 3, 1
2016/8/3, 8, 38, 2, 1
2016/8/4, 7, 41, 2, 1
2016/8/5, 14, 19, 4, 
2016/8/6, 7, 33, 3, 1
2016/8/7, 9, 41, 3, 1
2016/8/8, 12, 39, 5, 2
2016/8/9, 14, 27, 7, 1
2016/8/10, 7, 23, 5, 1
2016/8/11, 10, 28, 4, 1
2016/8/12, 11, 20, 2, 1
2016/8/13, 8, 33, 3, 2
2016/8/14, 10, 31, 3, 1
2016/8/15, 11, 29, 4, 3
2016/8/16, 13, 33, 5, 1
2016/8/17, 14, 38, 3, 1
2016/8/18, 12, 40, 3, 1
2016/8/19, 13, 42, 2, 1
2016/8/20, 13, 37, 3, 1
2016/8/21, 11, 15, 7, 2
2016/8/22, 15, 37, 4, 1
2016/8/23, 16, 33, 6, 2
2016/8/24, 17, 37, 3, 1
2016/8/25, 11, 39, 3, 1
2016/8/26, 10, 40, 3, 1
2016/8/27, 14, 43, 2, 1
2016/8/28, 16, 46, 3, 2
2016/8/29, 21, 30, 6, 1
2016/8/30, 15, 35, 5, 1
2016/8/31, 13, 46, 4, 2
2016/9/1, 14, 44, 7, 2
2016/9/2, 23, 47, 4, 2
2016/9/3, 19, 48, 2, 2
2016/9/4, 15, 28, 5, 1
2016/9/5, 8, 14, 7, 1
2016/9/6, 10, 28, 4, 1
2016/9/7, 17, 39, 3, 1
2016/9/8, 20, 46, 5, 1
2016/9/9, 18, 48, 4, 1
2016/9/10, 21, 44, 4, 1
2016/9/11, 18, 46, 4, 1
2016/9/12, 22, 47, 6, 1
2016/9/13, 28, 46, 6, 1
2016/9/14, 27, 34, 7, 1
2016/9/15, 25, 42, 3, 1
2016/9/16, 20, 35, 3, 1
2016/9/17, 10, 17, 4, 1
2016/9/18, 17, 17, 6, 1
2016/9/19, 18, 18, 8, 2
2016/9/20, 27, 14, 8, 1
2016/9/21, 28, 19, 6, 2
2016/9/22, 16, 30, 5, 1
2016/9/23, 13, 30, 5, 3
2016/9/24, 17, 32, 3, 1
2016/9/25, 14, 23, 6, 1
2016/9/26, 19, 31, 6, 2
2016/9/27, 29, 39, 4, 2
2016/9/28, 19, 37, 4, 1
2016/9/29, 14, 39, 3, 1
2016/9/30, 15, 41, 3, 1
2016/4/1, 29, 32, 3, 1
2016/4/2, 18, 37, 1, 1
2016/4/3, 11, 38, 2, 2
2016/4/4, 63, 41, 3, 1
2016/4/5, 34, 31, 6, 5
2016/4/6, 29, 31, 5, 2
2016/4/7, 16, 17, 13, 3
2016/4/8, 38, 17, 12, 3
2016/4/9, 24, 14, 9, 3
2016/4/10, 24, 11, 12, 3
2016/4/11, 39, 23, 7, 6
2016/4/12, 37, 38, 6, 1
2016/4/13, 20, 27, 9, 2
2016/4/14, 21, 36, 4, 2
2016/4/15, 16, 40, 3, 1
2016/4/16, 11, 39, 3, 1
2016/4/17, 14, 28, 5, 2
2016/4/18, 12, 34, 7, 3
2016/4/19, 24, 31, 6, 2
2016/4/20, 18, 36, 5, 3
2016/4/21, 15, 37, 6, 2
2016/4/22, 18, 39, 5, 3
2016/4/23, 22, 28, 5, 2
2016/4/24, 18, 51, 7, 4
2016/4/25, 22, 34, 4, 2
2016/4/26, 12, 29, 5, 2
2016/4/27, 7, 35, 2, 1
2016/4/28, 7, 40, 5, 2
2016/4/29, 12, 42, 4, 1
2016/4/30, 16, 31, 6, 2
2016/5/1, 30, 32, 6, 3
2016/5/2, 25, 33, 6, 3
2016/5/3, 29, 23, 9, 3
2016/5/4, 28, 22, 8, 3
2016/5/5, 30, 47, 5, 5
2016/5/6, 17, 47, 3, 1
2016/5/7, 14, 37, 3, 1
2016/5/8, 10, 38, 4, 1
2016/5/9, 11, 39, 2, 
2016/5/10, 9, 60, 4, 2
2016/5/11, 13, 45, 4, 
2016/5/12, 12, 35, 6, 1
2016/5/13, 12, 38, 5, 
2016/5/14, 20, 35, 3, 2
2016/5/15, 11, 32, 3, 2
2016/5/16, 9, 29, 4, 1
2016/5/17, 11, 34, 7, 3
2016/5/18, 17, 46, 4, 
2016/5/19, 16, 48, 6, 5
2016/5/20, 22, 50, 5, 2
2016/5/21, 16, 49, 2, 
2016/5/22, 12, 55, 2, 2
2016/5/23, 17, 41, 5, 2
2016/5/24, 21, 35, 5, 
2016/5/25, 22, 31, 4, 
2016/5/26, 23, 43, 4, 
2016/5/27, 18, 43, 3, 
2016/5/28, 10, 32, 3, 
2016/5/29, 12, 42, 2, 
2016/5/30, 11, 46, 2, 1
2016/5/31, 10, 38, 2, 
2016/6/1, 7, 31, 3, 
2016/6/2, 5, 30, 4, 
2016/6/3, 10, 45, 3, 1
2016/6/4, 16, 49, 3, 1
2016/6/5, 16, 40, 3, 1
2016/6/6, 13, 45, 4, 1
2016/6/7, 13, 58, 4, 2
2016/6/8, 14, 39, 5, 2
2016/6/9, 19, 43, 4, 1
2016/6/10, 16, 35, 5, 3
2016/6/11, 17, 39, 2, 1
2016/6/12, 14, 32, 3, 1
2016/6/13, 12, 41, 4, 2
2016/6/14, 10, 36, 4, 2
2016/6/15, 8, 39, 1, 1
2016/6/16, 9, 37, 2, 1
2016/6/17, 15, 39, 3, 1
2016/6/18, 5, 45, 3, 1
2016/6/19, 10, 22, 8, 2
2016/6/20, 16, 40, 3, 1
2016/6/21, 10, 48, 4, 1
2016/6/22, 11, 59, 4, 2
2016/6/23, 21, 54, 2, 1
2016/6/24, 21, 37, 1, 1
2016/6/25, 25, 33, 3, 2
2016/6/26, 15, 23, 6, 2
2016/6/27, 14, 42, 4, 1
2016/6/28, 13, 45, 4, 2
2016/6/29, 12, 42, 3, 1
2016/6/30, 11, 47, 3, 2
2016/1/4, 27, 18, 10, 11
2016/1/5, 59, 22, 13, 13
2016/1/6, 61, 7, 16, 15
2016/1/7, 106, 24, 4, 2
2016/1/8, 17, 21, 15, 8
2016/1/9, 49, 20, 14, 11
2016/1/10, 53, 24, 10, 7
2016/1/11, 32, 26, 3, 4
2016/1/12, 6, 22, 4, 3
2016/1/13, 8, 22, 3, 1
2016/1/14, 8, 21, 6, 5
2016/1/15, 14, 14, 10, 7
2016/1/16, 42, 26, 8, 7
2016/1/17, 32, 17, 14, 13
2016/1/18, 60, 22, 8, 5
2016/1/19, 36, 23, 5, 4
2016/1/20, 28, 22, 10, 8
2016/1/21, 32, 27, 8, 5
2016/1/22, 22, 28, 2, 1
2016/1/23, 20, 19, 10, 4
2016/1/24, 28, 22, 7, 1
2016/1/25, 13, 17, 7, 1
2016/1/26, 8, 24, 4, 1
2016/1/27, 10, 26, 5, 1
2016/1/28, 10, 23, 4, 1
2016/1/29, 11, 29, 2, 
2016/1/30, 11, 28, 2, 2
2016/1/31, 9, 25, 4, 3
2016/2/1, 146, 27, 2, 7
2016/2/2, 69, 26, 4, 5
2016/2/3, 11, 21, 4, 4
2016/2/4, 91, 22, 7, 5
2016/2/5, 16, 27, 1, 1
2016/2/6, 8, 30, 1, 2
2016/2/7, 12, 29, 1, 1
2016/2/8, 12, 30, 1, 
2016/2/9, 7, 28, 8, 2
2016/2/10, 12, 23, 3, 3
2016/2/11, 7, 28, 2, 2
2016/2/12, 7, 23, 10, 5
2016/2/13, 44, 30, 1, 1
2016/2/14, 7, 26, 10, 4
2016/2/15, 107, 15, 7, 3
2016/2/16, 24, 22, 5, 3
2016/2/17, 23, 22, 14, 9
2016/2/18, 53, 14, 11, 6
2016/2/19, 21, 27, 4, 3
2016/2/20, 16, 23, 3, 1
2016/2/21, 5, 25, , 1
2016/2/22, 3, 24, 11, 4
2016/2/23, 44, 22, 5, 4
2016/2/24, 14, 24, 4, 3
2016/2/25, 16, 26, 8, 5
2016/2/26, 27, 32, 2, 2
2016/2/27, 17, 30, 9, 8
2016/2/28, 45, 5, 14, 5
2016/2/29, 58, 16, 8, 4
2016/3/1, 20, 28, 2, 1
2016/3/2, 15, 28, 7, 4
2016/3/3, 29, 13, 9, 3
2016/3/4, 32, 32, 1, 1
2016/3/5, 14, 33, 3, 2
2016/3/6, 12, 17, 11, 6
2016/3/7, 41, 15, 9, 3
2016/3/8, 36, 17, 9, 3
2016/3/9, 38, 13, 9, 4
2016/3/10, 29, 5, 10, 5
2016/3/11, 21, 3, 7, 4
2016/3/12, 167, 20, 4, 3
2016/3/13, 17, 25, 9, 7
2016/3/14, 46, 19, 7, 4
2016/3/15, 21, 27, 5, 3
2016/3/16, 30, 31, 8, 5
2016/3/17, 29, 34, 6, 5
2016/3/18, 29, 30, 5, 4
2016/3/19, 20, 24, 3, 4
2016/3/20, 21, 25, 5, 4
2016/3/21, 17, 27, 5, 4
2016/3/22, 16, 23, 6, 3
2016/3/23, 31, 30, 8, 5
2016/3/24, 43, 31, 4, 3
2016/3/25, 30, 19, 5, 2
2016/3/26, 25, 33, 2, 1
2016/3/27, 15, 35, 1, 1
2016/3/28, 9, 34, 2, 2
2016/3/29, 10, 30, 2, 1
2016/3/30, 9, 30, 4, 2
2016/3/31, 14, 26, 7, 2
2015/10/1, 10, 27, 6, 4
2015/10/2, 12, 35, 2, 3
2015/10/3, 13, 36, 3, 3
2015/10/4, 11, 32, 9, 4
2015/10/5, 25, 30, 9, 2
2015/10/6, 27, 21, 8, 1
2015/10/7, 30, 7, 11, 5
2015/10/8, 38, 24, 12, 5
2015/10/9, 45, 23, 7, 4
2015/10/10, 34, 27, 4, 4
2015/10/11, 27, 21, 8, 3
2015/10/12, 75, 4, 13, 7
2015/10/13, 98, 3, 12, 4
2015/10/14, 59, 2, 9, 4
2015/10/15, 49, 10, 7, 2
2015/10/16, 28, 16, 5, 2
2015/10/17, 11, 16, 3, 2
2015/10/18, 10, 18, 7, 3
2015/10/19, 28, 14, 10, 6
2015/10/20, 37, 11, 7, 3
2015/10/21, 19, 18, 5, 2
2015/10/22, 13, 20, 5, 2
2015/10/23, 15, 21, 5, 3
2015/10/24, 23, 25, 4, 3
2015/10/25, 18, 18, 6, 3
2015/10/26, 21, 19, 6, 2
2015/10/27, 21, 27, 4, 2
2015/10/28, 11, 28, 6, 3
2015/10/29, 24, 11, 10, 4
2015/10/30, 44, 28, 11, 3
2015/10/31, 47, 34, 3, 8
2015/11/1, 17, 34, 2, 6
2015/11/2, 10, 34, 3, 13
2015/11/3, 10, 23, 15, 13
2015/11/4, 40, 20, 20, 12
2015/11/5, 49, 20, 19, 9
2015/11/6, 27, 21, 9, 2
2015/11/7, 21, 20, 6, 2
2015/11/8, 8, 20, 8, 5
2015/11/9, 10, 18, 8, 7
2015/11/10, 11, 11, 9, 6
2015/11/11, 10, 16, 7, 4
2015/11/12, 12, 23, 4, 2
2015/11/13, 10, 26, 4, 3
2015/11/14, 6, 24, 3, 2
2015/11/15, 3, 17, 6, 1
2015/11/16, 7, 20, 4, 1
2015/11/17, 8, 23, 4, 3
2015/11/18, 6, 26, 3, 2
2015/11/19, 6, 24, 4, 2
2015/11/20, 4, 22, 8, 3
2015/11/21, 20, 15, 9, 5
2015/11/22, 33, 21, 5, 3
2015/11/23, 9, 18, 6, 4
2015/11/24, 10, 24, 4, 8
2015/11/25, 8, 158, 17, 15
2015/11/26, 46, 26, 16, 16
2015/11/27, 61, 13, 9, 6
2015/11/28, 26, 22, 4, 2
2015/11/29, 6, 25, 4, 3
2015/11/30, 6, 79, 5, 7
2015/12/1, 61, 20, 8, 6
2015/12/2, 53, 21, 7, 2
2015/12/3, 19, 25, 2, 2
2015/12/4, 11, 25, 4, 1
2015/12/5, 12, 26, 2, 1
2015/12/6, 8, 20, 3, 1
2015/12/7, 10, 18, 9, 3
2015/12/8, 27, 17, 8, 4
2015/12/9, 46, 22, 7, 2
2015/12/10, 55, 24, 3, 1
2015/12/11, 8, 20, 6, 4
2015/12/12, 8, 24, 3, 2
2015/12/13, 8, 22, 7, 4
2015/12/14, 18, 21, 4, 3
2015/12/15, 14, 20, 8, 3
2015/12/16, 23, 19, 4, 
2015/12/17, 6, 11, 5, 1
2015/12/18, 9, 22, 5, 
2015/12/19, 10, 25, 2, 
2015/12/20, 6, 22, 2, 
2015/12/21, 9, 24, 3, 
2015/12/22, 6, 23, 4, 1
2015/12/23, 12, 27, 7, 2
2015/12/24, 17, 33, 2, 1
2015/12/25, 10, 34, 3, 
2015/12/26, 7, 24, 3, 1
2015/12/27, 8, 17, 7, 8
2015/12/28, 63, 16, 7, 3
2015/12/29, 23, 25, 9, 5
2015/12/30, 73, , , 
2016/1/3, 92, 25, 3, 4
2015/7/1, 17, 45, 3, 3
2015/7/2, 14, 47, 2, 3
2015/7/3, 13, 54, 3, 3
2015/7/4, 16, 66, 3, 4
2015/7/5, 15, 66, 3, 4
2015/7/6, 21, 70, 3, 3
2015/7/7, 18, 57, 3, 7
2015/7/8, 12, 31, 3, 3
2015/7/9, 10, 33, 4, 3
2015/7/10, 10, 39, 4, 3
2015/7/11, 10, 44, 4, 4
2015/7/12, 15, 37, 4, 3
2015/7/13, 8, 25, 5, 3
2015/7/14, 8, 33, 4, 3
2015/7/15, 8, 34, 5, 4
2015/7/16, 10, 65, 4, 4
2015/7/17, 15, 66, 3, 4
2015/7/18, 20, 59, 3, 3
2015/7/19, 18, 44, 3, 3
2015/7/20, 10, 41, 4, 3
2015/7/21, 10, 63, 4, 4
2015/7/22, 13, 50, 4, 5
2015/7/23, 17, 43, 3, 2
2015/7/24, 15, 47, 3, 3
2015/7/25, 17, 36, 4, 3
2015/7/26, 8, 37, 3, 5
2015/7/27, 7, 33, 3, 2
2015/7/28, 6, 35, 3, 2
2015/7/29, 7, 38, 3, 6
2015/7/30, 113, 41, 5, 3
2015/7/31, 11, 46, 3, 2
2015/8/1, 11, 38, 4, 2
2015/8/2, 11, 45, 4, 1
2015/8/3, 13, 47, 3, 1
2015/8/4, 12, 65, 4, 3
2015/8/5, 20, 74, 4, 3
2015/8/6, 25, 67, 3, 2
2015/8/7, 22, 60, 2, 2
2015/8/8, 17, 64, 4, 4
2015/8/9, 22, 59, 6, 4
2015/8/10, 27, 61, 4, 2
2015/8/11, 25, 80, 6, 4
2015/8/12, 30, 74, 4, 2
2015/8/13, 25, 62, 5, 3
2015/8/14, 23, 65, 4, 2
2015/8/15, 25, 44, 3, 1
2015/8/16, 15, 27, 7, 2
2015/8/17, 22, 35, 4, 2
2015/8/18, 21, 37, 4, 2
2015/8/19, 124, 38, 4, 3
2015/8/20, 16, 41, 5, 2
2015/8/21, 14, 36, 6, 2
2015/8/22, 18, 38, 3, 2
2015/8/23, 77, 42, 2, 2
2015/8/24, 13, 44, 2, 3
2015/8/25, 9, 39, 6, 9
2015/8/26, 7, 45, 3, 6
2015/8/27, 12, 48, 5, 5
2015/8/28, 18, 38, 8, 4
2015/8/29, 24, 56, 4, 4
2015/8/30, 17, 63, 3, 7
2015/8/31, 25, 68, 2, 6
2015/9/1, 16, 56, 6, 4
2015/9/2, 12, 31, 6, 1
2015/9/3, 13, 28, 7, 2
2015/9/4, 13, 34, 5, 2
2015/9/5, 8, 26, 4, 3
2015/9/6, 6, 140, 5, 3
2015/9/7, 7, 26, 6, 3
2015/9/8, 9, 19, 6, 2
2015/9/9, 11, 29, 5, 2
2015/9/10, 15, 20, 6, 1
2015/9/11, 12, 34, 4, 4
2015/9/12, 10, 39, 2, 2
2015/9/13, 6, 43, 2, 3
2015/9/14, 17, 31, 6, 2
2015/9/15, 13, 39, 2, 3
2015/9/16, 17, 40, 2, 4
2015/9/17, 25, 34, 8, 3
2015/9/18, 15, 22, 7, 2
2015/9/19, 15, 20, 6, 2
2015/9/20, 14, 28, 5, 2
2015/9/21, 8, 37, 4, 2
2015/9/22, 9, 33, 7, 2
2015/9/23, 88, 19, 11, 5
2015/9/24, 23, 14, 12, 3
2015/9/25, 23, 13, 8, 2
2015/9/26, 21, 23, 6, 2
2015/9/27, 15, 23, 7, 3
2015/9/28, 14, 22, 7, 2
2015/9/29, 16, 22, 4, 2
2015/9/30, 42, 21, 5, 2
2015/4/1, 9, 29, 5, 2
2015/4/2, 7, 29, 6, 3
2015/4/3, 12, 31, 7, 5
2015/4/4, 17, 27, 6, 4
2015/4/5, 25, 29, 6, 5
2015/4/6, 20, 30, 9, 7
2015/4/7, 30, 24, 9, 3
2015/4/8, 23, 34, 7, 3
2015/4/9, 20, 42, 4, 4
2015/4/10, 18, 47, 4, 4
2015/4/11, 19, 37, 5, 3
2015/4/12, 14, 34, 4, 2
2015/4/13, 12, 33, 6, 3
2015/4/14, 14, 42, 5, 3
2015/4/15, 16, 41, 6, 3
2015/4/16, 18, 24, 9, 4
2015/4/17, 20, 27, 6, 4
2015/4/18, 14, 34, 5, 2
2015/4/19, 14, 35, 5, 3
2015/4/20, 29, 39, 5, 4
2015/4/21, 25, 37, 9, 7
2015/4/22, 29, 44, 10, 7
2015/4/23, 27, 43, 7, 4
2015/4/24, 22, 53, 3, 2
2015/4/25, 12, 45, 4, 6
2015/4/26, 13, 45, 4, 2
2015/4/27, 13, 43, 8, 2
2015/4/28, 13, 30, 5, 2
2015/4/29, 17, 39, 4, 3
2015/4/30, 14, 35, 6, 2
2015/5/1, 14, 30, 7, 3
2015/5/2, 24, 39, 4, 2
2015/5/3, 13, 31, 4, 2
2015/5/4, 8, 35, 3, 2
2015/5/5, 10, 31, 7, 2
2015/5/6, 11, 40, 5, 2
2015/5/7, 11, 39, 6, 3
2015/5/8, 13, 41, 5, 3
2015/5/9, 12, 34, 4, 2
2015/5/10, 12, 38, 4, 2
2015/5/11, 12, 53, 2, 10
2015/5/12, 13, 46, 5, 2
2015/5/13, 13, 31, 7, 3
2015/5/14, 15, 37, 5, 3
2015/5/15, 15, 45, 5, 3
2015/5/16, 12, 36, 4, 2
2015/5/17, 14, 43, 4, 3
2015/5/18, 13, 47, 4, 5
2015/5/19, 15, 29, 5, 1
2015/5/20, 14, 29, 8, 2
2015/5/21, 14, 36, 3, 2
2015/5/22, 7, 30, 5, 1
2015/5/23, 13, 27, 3, 1
2015/5/24, 9, 24, 5, 2
2015/5/25, 16, 20, 8, 2
2015/5/26, 53, 24, 6, 2
2015/5/27, 13, 30, 5, 7
2015/5/28, 45, 42, 3, 2
2015/5/29, 11, 44, 3, 2
2015/5/30, 10, 42, 3, 3
2015/5/31, 9, 41, 2, 3
2015/6/1, 9, 41, 4, 5
2015/6/2, 51, 46, 3, 2
2015/6/3, 44, 41, 3, 3
2015/6/4, 18, 43, 3, 2
2015/6/5, 12, 56, 3, 4
2015/6/6, 17, 61, 3, 4
2015/6/7, 18, 39, 5, 3
2015/6/8, 20, 36, 5, 3
2015/6/9, 18, 33, 6, 4
2015/6/10, 20, 50, 4, 2
2015/6/11, 21, 51, 2, 3
2015/6/12, 22, 56, 2, 4
2015/6/13, 19, 47, 3, 2
2015/6/14, 11, 30, 5, 2
2015/6/15, 17, 37, 5, 3
2015/6/16, 15, 31, 6, 4
2015/6/17, 16, 41, 4, 3
2015/6/18, 12, 32, 4, 2
2015/6/19, 11, 31, 4, 3
2015/6/20, 9, 26, 3, 3
2015/6/21, 6, 31, 2, 3
2015/6/22, 6, 31, 3, 2
2015/6/23, 4, 32, 3, 3
2015/6/24, 8, 33, 4, 3
2015/6/25, 12, 41, 5, 5
2015/6/26, 16, 40, 4, 4
2015/6/27, 15, 30, 3, 3
2015/6/28, 12, 32, 4, 4
2015/6/29, 47, 44, 4, 4
2015/6/30, 12, 50, 5, 5
2015/1/1, 25, 21, 4, 7
2015/1/2, 11, 25, 4, 8
2015/1/3, 11, 26, 3, 8
2015/1/4, 11, 25, 6, 9
2015/1/5, 18, 22, 6, 10
2015/1/6, 29, 29, 3, 9
2015/1/7, 12, 22, 4, 7
2015/1/8, 16, 28, 4, 7
2015/1/9, 8, 22, 4, 8
2015/1/10, 6, 26, 3, 8
2015/1/11, 9, 25, 4, 4
2015/1/12, 8, 29, 2, 2
2015/1/13, 6, 28, , 2
