year,month,city,station_name,station_lat,station_lon,pm25,pm10,o3,no2,so2,co
2024,5,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,34.86363636363637,12.428571428571429,41.38095238095238,2.25,2.0952380952380953,
2024,4,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,37.333333333333336,13.033333333333333,40.36666666666667,2.75,2.586206896551724,
2024,3,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,63.54838709677419,24.129032258064516,31.419354838709676,3.2413793103448274,2.806451612903226,
2024,2,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,46.0,15.137931034482758,26.06896551724138,3.7241379310344827,3.2413793103448274,
2024,1,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,69.16,23.23076923076923,25.307692307692307,5.8076923076923075,4.461538461538462,
2023,12,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,65.41379310344827,21.321428571428573,21.107142857142858,6.538461538461538,3.925925925925926,
2023,11,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,40.46666666666667,13.066666666666666,22.2,3.933333333333333,2.6666666666666665,
2023,10,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,42.903225806451616,13.193548387096774,24.129032258064516,3.4516129032258065,1.1612903225806452,
2023,9,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,41.0,13.148148148148149,34.766666666666666,3.1,1.0,
2023,8,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,32.12903225806452,10.290322580645162,35.096774193548384,2.033333333333333,1.0,
2023,7,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,33.064516129032256,10.32258064516129,38.87096774193548,1.8,1.7333333333333334,
2023,6,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,43.7,14.366666666666667,40.833333333333336,1.7,2.5,
2023,5,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,48.16129032258065,15.903225806451612,39.87096774193548,2.5483870967741935,1.8709677419354838,
2023,4,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,58.1,18.566666666666666,35.766666666666666,3.3448275862068964,1.7,
2023,3,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,55.225806451612904,16.258064516129032,30.387096774193548,3.5806451612903225,1.5454545454545454,
2023,2,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,64.17857142857143,23.142857142857142,28.285714285714285,5.185185185185185,2.5,
2023,1,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,51.74193548387097,15.096774193548388,21.483870967741936,5.032258064516129,2.4516129032258065,
2022,12,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,74.3225806451613,23.677419354838708,17.741935483870968,6.193548387096774,3.193548387096774,
2022,11,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,92.66666666666667,32.333333333333336,13.6,6.6,2.1666666666666665,
2022,10,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,59.064516129032256,20.806451612903224,20.64516129032258,4.129032258064516,1.5333333333333334,
2022,9,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,41.0,13.066666666666666,25.6,2.9655172413793105,1.7666666666666666,
2022,8,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,41.32258064516129,13.741935483870968,39.45161290322581,2.8,2.129032258064516,
2022,7,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,33.935483870967744,11.387096774193548,39.70967741935484,2.3870967741935485,1.3548387096774193,
2022,6,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,40.333333333333336,13.3,41.0,2.1,3.7333333333333334,
2022,5,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,45.12903225806452,15.935483870967742,39.58064516129032,2.6,3.6451612903225805,
2022,4,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,55.46666666666667,18.533333333333335,36.06666666666667,3.7241379310344827,4.0,
2022,3,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,91.62068965517241,32.86206896551724,33.689655172413794,5.482758620689655,3.2758620689655173,3.217391304347826
2022,2,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,40.785714285714285,13.357142857142858,28.535714285714285,3.4285714285714284,3.5357142857142856,2.4285714285714284
2022,1,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,58.16129032258065,17.93548387096774,22.838709677419356,4.966666666666667,3.3225806451612905,2.6774193548387095
2021,12,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,85.82758620689656,31.20689655172414,16.93103448275862,7.142857142857143,4.103448275862069,4.793103448275862
2021,11,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,72.56666666666666,23.133333333333333,18.866666666666667,5.433333333333334,3.1333333333333333,3.7333333333333334
2021,10,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,61.483870967741936,20.903225806451612,27.451612903225808,3.967741935483871,2.4516129032258065,3.096774193548387
2021,9,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,47.7,14.933333333333334,31.0,3.1,2.1666666666666665,2.6333333333333333
2021,8,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,32.61290322580645,9.96774193548387,31.387096774193548,1.8666666666666667,1.903225806451613,2.5483870967741935
2021,7,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,41.225806451612904,13.806451612903226,36.16129032258065,2.032258064516129,2.6451612903225805,2.6129032258064515
2021,6,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,48.36666666666667,15.833333333333334,41.03333333333333,1.6,2.1,2.1333333333333333
2021,5,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,32.774193548387096,9.290322580645162,35.483870967741936,1.7692307692307692,3.3870967741935485,1.935483870967742
2021,4,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,55.3,17.733333333333334,34.333333333333336,2.533333333333333,3.103448275862069,2.033333333333333
2021,3,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,76.41935483870968,27.06451612903226,31.225806451612904,5.612903225806452,3.4193548387096775,2.903225806451613
2021,2,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,89.75,31.892857142857142,25.392857142857142,6.0,2.7777777777777777,3.25
2021,1,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,78.6774193548387,24.93548387096774,18.580645161290324,5.838709677419355,2.3793103448275863,4.548387096774194
2020,12,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,81.83870967741936,29.29032258064516,16.483870967741936,4.862068965517241,2.103448275862069,4.67741935483871
2020,11,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,82.63333333333334,28.8,14.666666666666666,5.266666666666667,1.8,3.7333333333333334
2020,10,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,47.12903225806452,14.774193548387096,22.741935483870968,3.0,1.2258064516129032,2.4838709677419355
2020,9,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,47.08695652173913,15.91304347826087,32.2,3.5,1.5666666666666667,2.1666666666666665
2020,8,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,44.903225806451616,16.032258064516128,39.193548387096776,2.7419354838709675,2.4516129032258065,2.838709677419355
2020,7,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,30.322580645161292,11.0,34.645161290322584,2.2333333333333334,1.6333333333333333,2.0
2020,6,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,35.733333333333334,10.266666666666667,35.0,1.896551724137931,1.12,2.1666666666666665
2020,5,Jelenia Góra,"Jelenia Góra - Ogińskiego, Poland",50.91347,15.765659,40.0,12.03225806451613,37.096774193548384,2.1333333333333333,1.4,1.7741935483870968
