city,date,residents_1000
Zamość,2016,9.67
Zamość,2017,9.68
Zamość,2018,9.66
Zamość,2019,9.68
Zamość,2020,9.44
Zamość,2021,9.36
Zamość,2022,9.35
Żary,1995,31.21
Żary,1996,31.2
Żary,1997,31.39
Żary,1998,31.41
Żary,1999,31.38
Żary,2000,31.28
Żary,2001,31.35
Żary,2002,31.39
Żary,2003,31.44
Żary,2004,31.34
Żary,2005,31.42
Żary,2006,31.48
Żary,2007,31.63
Żary,2008,31.81
Żary,2009,31.89
Żary,2010,32.27
Żary,2011,32.42
Żary,2012,32.47
Żary,2013,32.49
Żary,2014,32.45
Żary,2015,32.39
Żary,2016,32.29
Żary,2017,32.3
Żary,2018,32.2
Żary,2019,32.13
Żary,2020,32.2
Żary,2021,32.06
Żary,2022,31.91
Zawiercie,1995,56.02
Zawiercie,1996,55.91
Zawiercie,1997,55.83
Zawiercie,1998,55.58
Zawiercie,1999,54.62
Zawiercie,2000,54.56
Zawiercie,2001,54.13
Zawiercie,2002,53.96
Zawiercie,2003,53.64
Zawiercie,2004,53.36
Zawiercie,2005,53.07
Zawiercie,2006,52.79
Zawiercie,2007,52.44
Zawiercie,2008,52.3
Zawiercie,2009,51.96
Zawiercie,2010,52.22
Zawiercie,2011,51.88
Zawiercie,2012,51.69
Zawiercie,2013,51.26
Zawiercie,2014,50.99
Zawiercie,2015,50.64
Zawiercie,2016,50.27
Zawiercie,2017,49.91
Zawiercie,2018,49.57
Zawiercie,2019,49.2
Zawiercie,2020,47.82
Zawiercie,2021,47.22
Zawiercie,2022,46.73
Zgierz,1995,59.31
Zgierz,1996,59.34
Zgierz,1997,59.22
Zgierz,1998,59.02
Zgierz,1999,58.64
Zgierz,2000,58.64
Zgierz,2001,58.51
Zgierz,2002,58.3
Zgierz,2003,58.2
Zgierz,2004,58.24
Zgierz,2005,58.35
Zgierz,2006,58.27
Zgierz,2007,58.16
Zgierz,2008,58.06
Zgierz,2009,58.0
Zgierz,2010,58.37
Zgierz,2011,58.16
Zgierz,2012,57.8
Zgierz,2013,57.5
Zgierz,2014,57.39
Zgierz,2015,57.23
Zgierz,2016,56.93
Zgierz,2017,56.69
Zgierz,2018,56.53
Zgierz,2019,56.19
Zgierz,2020,55.25
Zgierz,2021,54.55
Zgierz,2022,54.01
Zielona Góra,1995,116.33
Zielona Góra,1996,117.36
Zielona Góra,1997,117.85
Zielona Góra,1998,118.18
Zielona Góra,1999,117.9
Zielona Góra,2000,118.1
Zielona Góra,2001,118.27
Zielona Góra,2002,118.36
Zielona Góra,2003,118.73
Zielona Góra,2004,118.52
Zielona Góra,2005,118.22
Zielona Góra,2006,118.12
Zielona Góra,2007,117.52
Zielona Góra,2008,117.56
Zielona Góra,2009,117.5
Zielona Góra,2010,118.95
Zielona Góra,2011,119.2
Zielona Góra,2012,119.02
Zielona Góra,2013,118.41
Zielona Góra,2014,118.92
Zielona Góra,2015,138.71
Zielona Góra,2016,139.33
Zielona Góra,2017,139.82
Zielona Góra,2018,140.3
Zielona Góra,2019,141.22
Zielona Góra,2020,140.15
Zielona Góra,2021,139.67
Zielona Góra,2022,139.28
Żyrardów,1995,43.5
Żyrardów,1996,43.54
Żyrardów,1997,43.57
Żyrardów,1998,43.62
Żyrardów,1999,41.86
Żyrardów,2000,41.97
Żyrardów,2001,41.83
Żyrardów,2002,41.55
Żyrardów,2003,41.55
Żyrardów,2004,41.43
Żyrardów,2005,41.23
Żyrardów,2006,41.04
Żyrardów,2007,41.05
Żyrardów,2008,41.11
Żyrardów,2009,41.14
Żyrardów,2010,41.62
Żyrardów,2011,41.53
Żyrardów,2012,41.32
Żyrardów,2013,41.1
Żyrardów,2014,41.0
Żyrardów,2015,40.65
Żyrardów,2016,40.5
Żyrardów,2017,40.24
Żyrardów,2018,39.99
Żyrardów,2019,39.83
Żyrardów,2020,39.48
Żyrardów,2021,39.07
Żyrardów,2022,38.78
Żywiec,1995,32.29
Żywiec,1996,32.42
Żywiec,1997,32.48
Żywiec,1998,32.46
Żywiec,1999,32.1
Żywiec,2000,32.25
Żywiec,2001,32.08
Żywiec,2002,32.03
Żywiec,2003,32.24
Żywiec,2004,32.2
Żywiec,2005,32.1
Żywiec,2006,32.2
Żywiec,2007,32.13
Żywiec,2008,32.13
Żywiec,2009,32.04
Żywiec,2010,32.46
Żywiec,2011,32.43
Żywiec,2012,32.34
Żywiec,2013,32.08
Żywiec,2014,31.94
Żywiec,2015,31.82
Żywiec,2016,31.66
Żywiec,2017,31.56
Żywiec,2018,31.39
Żywiec,2019,31.09
Żywiec,2020,30.46
Żywiec,2021,30.04
Żywiec,2022,29.88
